,slctn_nmbr,clnt_id,accnt_id,gndr,brth_yr,prsnt_age,accnt_bgn_date,cprtn_prd_d,erly_pnsn_flg,accnt_status,pnsn_age,prvs_npf,brth_plc,addrss_type,rgn,dstrct,city,sttlmnt,pstl_code,okato,phn,email,lk,assgn_npo,assgn_ops
141856,0,0xE16FF4C6E5FEFA4CBE21E8719C45DBC2,0x64A9E9FF85E4DC45A7A1FE28B2714AFB,ж,1959,65,2010-12-23,89,0,Накопительный период,55,СФР,"1,Г.АНГАРСК ИРКУТСКОЙ ОБЛАСТИ",Адрес места жительства,ИРКУТСКАЯ ОБЛ,,АНГАРСК Г,,665834,25000000000.0,нет,нет,нет,нет,нет
328699,1,0xBE67AC1620EFDA48A9822B44FF687124,0x5466D92784B91A48B08D7647BAF670B2,м,1956,68,2013-07-25,641,0,Накопительный период,60,СФР,"0,г. Осинники Кемеровская область",Адрес по прописке,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,,НОВОКУЗНЕЦК Г,,654067,32000000000.0,нет,нет,нет,нет,нет
62478,0,0xA1E4699726BADB4FA6D8F6CA06C36E27,0x7F26838CE0347142967EB45531E40A5F,м,1957,67,2010-12-31,90,0,Накопительный период,60,СФР,"0,ЗЕЛЕНОДОЛЬСК,,ТАТАРСКАЯ АССР,",Адрес места жительства,НИЖЕГОРОДСКАЯ ОБЛ,,НИЖНИЙ НОВГОРОД Г,,603138,22000000000.0,нет,нет,нет,нет,нет
171904,0,0xC9EFA58D76351A469173D6C33C30C2CC,0x16BC04380A41784D8F161CE30CFC294B,м,1956,68,2008-12-11,110,0,Накопительный период,60,СФР,"1,С. БАСТАНОВО САСОВСКОГО Р-НА РЯЗАНСКОЙ ОБЛ",Адрес места жительства,РЯЗАНСКАЯ ОБЛ,,САСОВО Г,,391431,61000000000.0,нет,нет,нет,нет,нет
217971,0,0xBE75ED17F3F89547818DA74529A6A1D0,0x341B68DBF5306A418F072E19C37BB81D,ж,1963,61,2008-03-04,392,0,Накопительный период,55,СФР,"1,ОМСК",Адрес места жительства,ОМСКАЯ ОБЛ,,ОМСК Г,,644091,52000000000.0,нет,нет,нет,нет,нет
472579,1,0x3B7DA7CD6D71AD47A37D693287D8A223,0x54B2EF5FA16A9D4D960866FF98E04F8B,ж,1962,62,2012-03-30,256,0,Накопительный период,55,СФР,"0,пос.Пригородный Ключевого района Актюбинской области",Адрес по прописке,АЛТАЙСКИЙ КРАЙ,КАЛМАНСКИЙ Р-Н,,НОВОРОМАНОВО С,659030,1000000000.0,нет,нет,да,нет,нет
82257,0,0x6DF663E56FE44844B95B4E13590653A0,0x9C020004678C2C42B40DC1044AE6240B,ж,1957,67,2006-05-02,325,0,Накопительный период,55,СФР,"1,П.ВОСТОЧНЫЙ ЧЕЛЯБИНСКОЙ ОБЛ.",Адрес места жительства,ЧЕЛЯБИНСКАЯ ОБЛ,КАРТАЛИНСКИЙ Р-Н,,АННЕНСКОЕ С,457375,75000000000.0,нет,нет,нет,нет,нет
259857,1,0x4EE29E04D2820D4B9862EB2BF96E1422,0x3A506C57FEECD648A3FDA4501E852C5C,ж,1964,60,2017-03-24,368,0,Накопительный период,55,СФР,"0,МАНЬКОВО ЧЕРТКОВСКИЙ РОСТОВСКАЯ ОБЛАСТЬ",Адрес по прописке,РОСТОВСКАЯ ОБЛ,ЧЕРТКОВСКИЙ Р-Н,,ОСИКОВО С,346025,60000000000.0,нет,нет,нет,нет,нет
165704,0,0xB2B479EA0EB36F4AAB3B0939353C1F64,0x3C033BEE8606BE41B84BFA4D3BDB59ED,м,1954,70,2006-07-10,256,0,Накопительный период,60,СФР,"1,П.ЗНАМЕНКА, КИРОВОГРАДСКАЯ ОБЛ.",Адрес места жительства,АМУРСКАЯ ОБЛ,СЕЛЕМДЖИНСКИЙ Р-Н,,ИСА П,676576,10000000000.0,нет,нет,нет,нет,нет
15988,2,0x56719966C1598648A358EE08D63D5C87,0xA0E2F2FA4C77CC43AE22D3FA0F3121D7,м,1959,65,2008-12-12,110,0,Накопительный период,60,,"1,КУШВА СВЕРДЛОВСКАЯ ОБЛАСТЬ",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,ДЕГТЯРСК Г,,623272,65000000000.0,нет,нет,нет,нет,нет
290084,1,0x98FA852B56877F41994145803CF7AC67,0x2744459CE9B35C449EF7A9FF369F5ECD,ж,1960,64,2013-05-27,1094,0,Накопительный период,55,СФР,"0,С.КРИУША,ВОЗНЕСЕНСКИЙ,ГОРЬКОВСКАЯ ОБЛАСТЬ",Адрес по прописке,МОРДОВИЯ РЕСП,ТЕНЬГУШЕВСКИЙ Р-Н,,ТЕНЬГУШЕВО С,431210,89000000000.0,нет,нет,нет,нет,нет
443187,3,0x943D2C768A4FB38311E65A5568DEF116,0x943D2C768A4FB38311E65A5568DEF118,ж,1964,60,2007-11-06,143,0,Накопительный период,55,СФР,"1,КАМЕНКА,ЛЫСКОВСКИЙ,ГОРЬКОВСКАЯ ОБЛАСТЬ,",Адрес места жительства,ВОЛГОГРАДСКАЯ ОБЛ,КУМЫЛЖЕНСКИЙ Р-Н,,СЛАЩЕВСКАЯ СТ-ЦА,403420,18000000000.0,нет,нет,нет,нет,нет
93607,0,0x9A715E974EDE4B4595284D79368AA77E,0xD977051FAAEEAC438DEBA4D039D10F9E,ж,1959,65,2007-12-25,94,0,Накопительный период,55,СФР,"1,Г.ВОРОНЕЖ",Адрес места жительства,ВОРОНЕЖСКАЯ ОБЛ,НОВОУСМАНСКИЙ Р-Н,,"1-ГО ОТДЕЛЕНИЯ СОВХОЗА ""МАСЛОВСКИЙ"" П",396333,20000000000.0,нет,нет,нет,нет,нет
249438,1,0x5C85D1AEFB2EF148BA0E53B1F0373CEC,0x764F4547302E5849A78EF1CFE51AAE0E,ж,1963,61,2012-11-20,72,0,Накопительный период,55,СФР,"0,с Савкино Венгеровского района Новосибирской области",Адрес по прописке,СТАВРОПОЛЬСКИЙ КРАЙ,,СТАВРОПОЛЬ Г,,355037,7000000000.0,нет,нет,нет,нет,нет
251344,1,0x2A06E6DAA8753B419031A35EEF690501,0x85889E544BB1E347A4B11C489F2098B7,м,1960,64,2010-12-09,103,0,Накопительный период,61,СФР,"0,г. Осинники Кемеровская обл.",Адрес по прописке,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,,ОСИННИКИ Г,,652800,32000000000.0,нет,нет,нет,нет,нет
484656,0,0xD222FDC86591E94EA58575225B888C7F,0x7E937F11A8562A4EA6ABE337A2F47362,м,1960,64,2006-12-01,112,0,Накопительный период,61,СФР,"1,Г НОВОШАХТИНСК РОСТОВСКОЙ ОБЛ",Адрес места жительства,РОСТОВСКАЯ ОБЛ,,БАТАЙСК Г,,346880,60000000000.0,нет,нет,нет,нет,нет
300248,0,0xE19D9DB290AA9046846A2DE3B17CE81B,0xBF628FCD29062E4C852814407C57868B,ж,1959,65,2006-09-22,182,0,Накопительный период,55,СФР,"1,ПОС. КАРОЙ ДЖЕТЫГАРИНСКОГО Р-НА РЕСП. КАЗАХСТАН",Адрес места жительства,ЧЕЛЯБИНСКАЯ ОБЛ,,МАГНИТОГОРСК Г,,455005,75000000000.0,нет,нет,нет,нет,нет
303772,1,0x09B631CF8DEF7A47AED7E12332F0EA97,0x6F95EBD6CAC1984DAFCB00CF969228EA,м,1977,47,2013-02-27,1454,1,Выплатной период,65,СФР,"0,ГОР. НЕРЧИНСК ЧИТИНСКОЙ ОБЛАСТИ",Адрес по прописке,ИРКУТСКАЯ ОБЛ,,НИЖНЕУДИНСК Г,,665106,25000000000.0,нет,нет,нет,нет,нет
64601,0,0xB6ABFD2B1B491E45AB69DB2740F65EB9,0xBB23067035E7DA46A0D9DB3CF1CEE96E,ж,1958,66,2005-11-18,129,0,Накопительный период,55,СФР,"1,ТРУД, ПЕРЕЛЮБСКИЙ, САРАТОВСКАЯ ОБЛАСТЬ",Адрес места жительства,САМАРСКАЯ ОБЛ,,САМАРА Г,,443082,36000000000.0,нет,нет,нет,нет,нет
240846,3,0x943D2C768A4FB38311E65A2E33FD7472,0x943D2C768A4FB38311E65A2E33FD7474,ж,1965,59,2007-07-28,244,0,Накопительный период,56,СФР,"1,ШЕЛЕХОВ,,ИРКУТСКАЯ ОБЛАСТЬ,",Адрес места жительства,ИРКУТСКАЯ ОБЛ,,ШЕЛЕХОВ Г,,666032,25000000000.0,нет,нет,нет,нет,нет
6045,0,0xD077CA5CC915FC45A6A67CDBB1F0BF89,0x0487712D568FB04CBA27D3B262B09A79,м,1959,65,2006-04-10,347,0,Накопительный период,60,СФР,"1,С. САЛИНСКИЕ БАРАКИ ИГРИНСКОГО РАЙОНА УДМУРТСКОЙ АССР",Адрес места жительства,ТАТАРСТАН РЕСП,АГРЫЗСКИЙ Р-Н,АГРЫЗ Г,,422230,92000000000.0,нет,нет,нет,нет,нет
57872,0,0x29387763456D144BBEB6FF80AE452E57,0x8281F466608BCA43B8324E8787612B65,м,1954,70,2006-12-07,106,0,Накопительный период,60,СФР,"1,Г.НЯЗЕПЕТРОВСК ЧЕЛЯБИНСКОЙ ОБЛ",Адрес места жительства,ЧЕЛЯБИНСКАЯ ОБЛ,НЯЗЕПЕТРОВСКИЙ Р-Н,НЯЗЕПЕТРОВСК Г,,456970,75000000000.0,нет,нет,нет,нет,нет
322868,0,0x5D91FDA0075B1D4FBEAE4D98375483F8,0x2AB8F67701B0B8448FF15884C5BB8190,ж,1957,67,2009-12-28,101,0,Накопительный период,55,СФР,"1,П. ПРОЛЕТАРСКИЙ РАКИТЯНСКОГО РАЙОНА БЕЛГОРОДСКОЙ ОБЛАСТИ",Адрес места жительства,БЕЛГОРОДСКАЯ ОБЛ,РАКИТЯНСКИЙ Р-Н,,ПРОЛЕТАРСКИЙ П,309300,14000000000.0,нет,нет,нет,нет,нет
45701,0,0x02C20E3B993D60498959FDEE3FAF86C7,0xF1696013C4B9CD4FBC1A0308C3F63608,м,1954,70,2005-12-25,92,0,Накопительный период,60,СФР,"1,С. ЯСЕНКИ ГОРШЕЧЕНСКОГО Р-НА КУРСКОЙ ОБЛ.",Адрес места жительства,БЕЛГОРОДСКАЯ ОБЛ,,СТАРЫЙ ОСКОЛ Г,,309509,14000000000.0,нет,нет,нет,нет,нет
103020,2,0x4F709EF81724884AA3E4EB8FE0E6410D,0x5BB214E59CC68742A2F6AF478324ADB2,ж,1964,60,2007-03-23,371,0,Накопительный период,55,,"1,КИРОВСК КИРОВСКИЙ ФРУНЗЕНСКАЯ ОБЛАСТЬ",Адрес места жительства,ЛИПЕЦКАЯ ОБЛ,,ЛИПЕЦК Г,,398029,42000000000.0,нет,нет,нет,нет,нет
419560,0,0x4026D7B23FD8E142813CAB3EB6291293,0x11A26A3460BEE04E9038098240FDB577,ж,1962,62,2010-03-11,376,0,Накопительный период,55,СФР,"1,ГОР. ЯНГИЮЛЬ ТАШКЕНТСКОЙ ОБЛ.",Адрес места жительства,РОСТОВСКАЯ ОБЛ,УСТЬ-ДОНЕЦКИЙ Р-Н,,АПАРИНСКИЙ Х,346553,60000000000.0,нет,нет,нет,нет,нет
328436,0,0x3B68E876507E7744A1D4B0BB4490831C,0x468A889C3D92704D9FAA47F2ACD9B281,ж,1961,63,2006-12-16,97,0,Накопительный период,55,СФР,"1,РЕСП.БУРЯТИЯ,ПРИБАЙКАЛЬСКИЙ Р-Н.,С.ТУРУНТАЕВО",Адрес места жительства,БУРЯТИЯ РЕСП,СЕВЕРО-БАЙКАЛЬСКИЙ Р-Н,,НОВЫЙ УОЯН ПГТ,671732,81000000000.0,нет,нет,нет,нет,нет
276117,3,0x943D2C768A4FB38311E65C0C12155D10,0x943D2C768A4FB38311E65C0C12155D12,м,1956,68,2008-06-30,274,0,Накопительный период,60,СФР,"1,ПУЛЬНИКОВО,ПЫШМИНСКИЙ,СВЕРДЛОВСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,НИЖНИЙ ТАГИЛ Г,,622008,65000000000.0,нет,нет,нет,нет,нет
70907,1,0xF4016E070EFAA648888FA7F50F13D682,0x6EEC16DCD89F0447855B94AACA649482,ж,1964,60,2013-03-01,787,0,Накопительный период,55,СФР,"0,ДАГЕСТАНСКАЯ АССР, АНДАЛАЛСКИЙ, АНДАЛАЛ",Адрес по прописке,ДАГЕСТАН РЕСП,ХАСАВЮРТОВСКИЙ Р-Н,,ТЕМИРАУЛ С,368023,82000000000.0,нет,нет,нет,нет,нет
17416,3,0x943D2C768A4FB38311E6617242514F20,0x943D2C768A4FB38311E6617242514F22,ж,1963,61,2012-03-22,371,0,Накопительный период,55,"АО ""НПФ ""СОЦИУМ""","1,ПОС.  МАЗУЛЬСКИЙ  ГОР. АЧИНСКА   КРАСНОЯРСКОГО КРАЯ",Адрес места жительства,КРАСНОЯРСКИЙ КРАЙ,,АЧИНСК Г,9-Й МКР,662162,4000000000.0,нет,нет,да,нет,нет
187630,3,0x943D2C768A4FB38311E65AB4DEA06A93,0x943D2C768A4FB38311E65AB4DEA06A95,м,1960,64,2007-12-18,101,0,Накопительный период,61,СФР,"1,ПОСПЕЛИХА,ПОСПЕЛИХИНСКИЙ,АЛТАЙСКИЙ КРАЙ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,БОГДАНОВИЧСКИЙ Р-Н,БОГДАНОВИЧ Г,,623531,65000000000.0,нет,нет,нет,нет,нет
241004,1,0x8367CC2FDCE2114C905E54A7A4120468,0xD1E6C18E54DF544AB3A33BA415E687A5,ж,1961,63,2009-09-30,190,0,Накопительный период,55,СФР,"0,п.Дзержинский Усть-Абаканский ХАО Красноярский",Адрес по прописке,КРАСНОДАРСКИЙ КРАЙ,КУЩЕВСКИЙ Р-Н,,ПОЛТАВЧЕНСКОЕ С,352017,3000000000.0,нет,нет,нет,нет,нет
503899,0,0x4A7D43913BA835488BCBDD8CB2B0CD2C,0xC44AA8A755517946B4E7A354FA9ADA97,ж,1960,64,2011-05-12,321,0,Накопительный период,55,СФР,"1,СТ. ДУБРОВО ГОРОДА БЕЛОВО КЕМЕРОВСКОЙ ОБЛАСТИ",Адрес места жительства,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС ОБЛ,,КРАСНОБРОДСКИЙ ПГТ,ДУБРОВО П/СТ,652640,32000000000.0,нет,нет,нет,нет,нет
140608,2,0x0DA62F4E6F64E044A380F5B982B433D8,0x0B2395334E27DD42917E27283820D1EC,м,1956,68,2009-06-29,283,0,Накопительный период,60,,"1,БАЛАКИРЕВО ВЛАДИМИРСКАЯ ОБЛАСТЬ",Адрес по прописке,БЕЛГОРОДСКАЯ ОБЛ,,СТАРЫЙ ОСКОЛ Г,,309518,14000000000.0,нет,нет,нет,нет,нет
222644,0,0xE19FE1F77B28674C99CA29D8DA5B7979,0x53A338D8DCACCE449F6E04504C9118B0,ж,1957,67,2005-12-27,90,0,Накопительный период,55,СФР,"1,Д. БОЛЬШИЕ КАРАЧУРЫ ЧАССР",Адрес места жительства,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,,ЧЕБОКСАРЫ Г,,428037,97000000000.0,нет,нет,нет,нет,нет
51508,3,0x943D2C768A4FB38311E65D1D29D4797C,0x943D2C768A4FB38311E65D1D29D4797E,ж,1954,70,2009-05-20,323,0,Накопительный период,55,СФР,"1,ХОЛБОН,,ЧИТИНСКАЯ ОБЛАСТЬ,",Адрес места жительства,ИРКУТСКАЯ ОБЛ,,ИРКУТСК Г,,664033,25000000000.0,нет,нет,нет,нет,нет
473703,0,0x1C96792826A1BB4A90BF2D3E5654D674,0x322ABA062D291A46BC6CC0C4D7087146,ж,1957,67,2005-12-16,101,0,Накопительный период,55,СФР,"1,ГОР. ЮЖНО-САХАЛИНСК САХАЛИНСКОЙ ОБЛ.",Адрес места жительства,БУРЯТИЯ РЕСП,,СЕВЕРОБАЙКАЛЬСК Г,,671702,81000000000.0,нет,нет,да,нет,нет
79021,0,0x2680C2F58BC04645BB9DC27ED03A705B,0xAEF0CCE53782294C99EEE803B1389496,ж,1965,59,2010-09-13,98,0,Накопительный период,56,СФР,"1,Г.АСТРАХАНЬ",Адрес места жительства,АСТРАХАНСКАЯ ОБЛ,ПРИВОЛЖСКИЙ Р-Н,,КАРАГАЛИ С,416463,12000000000.0,нет,нет,нет,нет,нет
181765,3,0x943D2C768A4FB38311E65CC08AB41466,0x943D2C768A4FB38311E65CC08AB41468,м,1958,66,2009-04-23,350,0,Накопительный период,60,СФР,"1,ЦВЫЛЕВО,ТИХВИНСКИЙ,ЛЕНИНГРАДСКАЯ ОБЛАСТЬ,",Адрес места жительства,ЛЕНИНГРАДСКАЯ ОБЛ,ТИХВИНСКИЙ Р-Н,,ЦВЫЛЕВО П,187509,41000000000.0,нет,нет,нет,нет,нет
448809,0,0x9BF815A469A34E4E94D618CCEA7CFDC8,0xB872375AA5C60D43A8DBEFB019405180,м,1957,67,2006-08-23,212,0,Накопительный период,60,СФР,"1,ПРИМОРСКИЙ КРАЙ АРТЕМ",Адрес места жительства,ПРИМОРСКИЙ КРАЙ,ШКОТОВСКИЙ Р-Н,,СМОЛЯНИНОВО ПГТ,692830,5000000000.0,нет,нет,нет,нет,нет
201419,1,0x533A257F7A150B49A772B8592FD88B22,0x0D04D8FDE63BE149BBB8BBFCF95F24E7,ж,1970,54,2015-06-05,1119,1,Выплатной период,60,ОТКРЫТИЕ НПФ,"0,ШААРТУЗ, ШААРТУЗСКИЙ, ТАДЖИКИСТАН",Адрес по прописке,САРАТОВСКАЯ ОБЛ,АРКАДАКСКИЙ Р-Н,АРКАДАК Г,,412210,63000000000.0,нет,нет,да,нет,нет
123316,0,0x3679845F5B49754987E7929BC794D03B,0x4D5A84900138704B9A7AB5FAE235680F,м,1959,65,2007-12-28,91,0,Накопительный период,60,СФР,"1,ТУЛЬСКАЯ ОБЛАСТЬ Г.УЗЛОВАЯ",Адрес места жительства,ТУЛЬСКАЯ ОБЛ,,ТУЛА Г,,300024,70000000000.0,нет,нет,нет,нет,нет
59448,0,0x0715AED069104C4B9ACA1DA958FBA2D2,0xC9C9C245F1A15941B2AC8CA3173AC7AD,ж,1958,66,2005-11-17,130,0,Накопительный период,55,СФР,"1,Г.РТИЩЕВО САРАТОВСКАЯ ОБЛ.",Адрес места жительства,САРАТОВСКАЯ ОБЛ,,РТИЩЕВО Г,,412031,63000000000.0,нет,нет,да,нет,нет
472605,3,0x943D2C768A4FB38311E65D48A80E1B2C,0x943D2C768A4FB38311E65D48A80E1B2E,ж,1961,63,2009-12-30,99,0,Накопительный период,55,СФР,"1,ГУКОВО,,РОСТОВСКАЯ ОБЛАСТЬ,",Адрес места жительства,УЛЬЯНОВСКАЯ ОБЛ,СТАРОМАЙНСКИЙ Р-Н,,СТАРАЯ МАЙНА РП,433460,73000000000.0,нет,нет,нет,нет,нет
484611,3,0x989DBD5AB5A8AED343E4A319AC52C2D5,0x883B376B16A86B1440E9D07699B71B1F,ж,1964,60,2010-05-25,301,0,Накопительный период,55,СФР,"1,ЧЕСНОКОВКА,ПЕРЕВОЛОЦКИЙ,ОРЕНБУРГСКАЯ ОБЛАСТЬ",Адрес места жительства,ОРЕНБУРГСКАЯ ОБЛ,ПЕРЕВОЛОЦКИЙ Р-Н,,ЧЕСНОКОВКА С,461272,53000000000.0,нет,нет,да,нет,нет
71166,0,0x2710E661D098F344849BF8C21B190283,0x08495157A5B7904FA3A3176304E9274C,м,1960,64,2010-12-24,88,0,Накопительный период,61,СФР,"1,РЕДЮ-МАРЕ ДОНДЮШАНСКИЙ МОЛДОВА",Адрес места жительства,ЛИПЕЦКАЯ ОБЛ,,ЛИПЕЦК Г,,398032,42000000000.0,нет,нет,нет,нет,нет
58338,0,0x9A210851A6519A4FB6D245942112EF7D,0x3468B3704CBC864D8B6974C6DC10D12D,ж,1959,65,2008-11-27,124,0,Накопительный период,55,СФР,"1,П.ЗНАМЕНКА ОРЛОВСКОГО Р-НА ОРЛОВСКОЙ ОБЛ",Адрес места жительства,КРАСНОДАРСКИЙ КРАЙ,,ГОРЯЧИЙ КЛЮЧ Г,,353290,3000000000.0,нет,нет,нет,нет,нет
138074,0,0x17D128F8FA0C504C9AE07EF6A7E2F889,0xF8986EA1C23C9C47B62F1B5916C5CDE9,ж,1957,67,2004-09-30,93,0,Накопительный период,55,СФР,"1,С. БОРОВОЕ КРУТИХИНСКИЙ РАЙОН КЕМЕРОВСКАЯ ОБЛАСТЬ",Адрес места жительства,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС ОБЛ,,КЕМЕРОВО Г,,650055,32000000000.0,нет,нет,нет,нет,нет
346500,0,0xEC7F1D9AE26E0B45ADB69AFEBC7FBFC5,0xC18D04A4148C3941B2C427DCADC4518C,ж,1962,62,2011-03-31,363,0,Накопительный период,55,СФР,"0,МАЛАЯ ШАЛЕЧА Д.,УРЕНСКИЙ,ГОРЬКОВСКАЯ,",Адрес места жительства,НИЖЕГОРОДСКАЯ ОБЛ,УРЕНСКИЙ Р-Н,,УСТА СП,606822,22000000000.0,нет,нет,нет,нет,нет
412317,1,0x6AFE7441999ADA4B8F18EE4EA0C15421,0xB50691AE8042D3449275C1050E9D37B4,ж,1964,60,2015-12-31,146,0,Накопительный период,55,СФР,"0,БЛАГОВЕЩЕНСК, АМУРСКАЯ ОБЛАСТЬ",Адрес по прописке,АМУРСКАЯ ОБЛ,,БЛАГОВЕЩЕНСК Г,,675004,10000000000.0,нет,нет,нет,нет,нет
426803,3,0x943D2C768A4FB38311E658C81E529411,0x943D2C768A4FB38311E658C81E529413,ж,1960,64,2004-09-29,92,0,Накопительный период,55,СФР,"1,ЛИПЕЦК,,,",Адрес места жительства,ВОЛГОГРАДСКАЯ ОБЛ,,ВОЛЖСКИЙ Г,,404133,18000000000.0,нет,нет,нет,нет,нет
107992,0,0x6D8D060BDA1F144FB4DEB5AC7E7890C7,0xE5C9E6BBD1379B48A97D32EE26346CF7,ж,1961,63,2007-03-12,382,0,Накопительный период,55,СФР,"1,ГОР. ТУРИНСК СВЕРДЛОВСКОЙ ОБЛ.",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,ТУРИНСКИЙ Р-Н,ТУРИНСК Г,,623900,65000000000.0,нет,нет,нет,нет,нет
481205,0,0x4BAEB4872015A04CBE4F825C7BA9CECA,0xF9AFED463909814BAB142DA2C888A640,ж,1961,63,2006-12-11,102,0,Накопительный период,55,СФР,"1,Г. МОСКВА",Адрес места жительства,МОСКВА Г,,,,107140,45000000000.0,нет,нет,нет,нет,нет
329968,0,0x013548CF7693AC4EB0590725A17D5267,0xE610EB141F40024AA2D9B4F11D380E7E,ж,1960,64,2006-09-26,178,0,Накопительный период,55,СФР,"1,С. ТАРАКСА, ПИЧАЕВСКОГО Р-НА ТАМБОВСКОЙ ОБЛ.",Адрес места жительства,ТАМБОВСКАЯ ОБЛ,,МОРШАНСК Г,,393956,68000000000.0,нет,нет,нет,нет,нет
55497,1,0xF9D328B963AB6C4D939A7BC2AC32A623,0x3B18844F2F4B9246BAE373695F09ADF7,ж,1965,59,2012-06-29,270,0,Накопительный период,56,СФР,"0,СЯТРЯКАСЫ ЧЕБОКСАРСКИЙ ЧУВАШСКАЯ РЕСПУБЛИКА",Адрес по прописке,САРАТОВСКАЯ ОБЛ,,БАЛАШОВ Г,,412311,63000000000.0,нет,нет,да,нет,нет
165874,1,0x6904FDA2ACD2B747950B83A52FFE432A,0x2D181436A348BB42B415C1B8600B233E,ж,1962,62,2013-10-24,550,0,Накопительный период,55,СФР,"0,ЯРОСЛАВСКАЯ ОБЛАСТЬ, РЫБИНСК",Адрес по прописке,ЯРОСЛАВСКАЯ ОБЛ,РЫБИНСКИЙ Р-Н,РЫБИНСК Г,,152903,78000000000.0,нет,нет,нет,нет,нет
52561,0,0x962174D1B8BD9B42AFB8FE6DC02D5326,0xDA45917C55D10446993B7298290147E9,м,1955,69,2005-10-19,159,0,Накопительный период,60,СФР,"0,Г.ИШИМБАЙ РБ",Адрес места жительства,БАШКОРТОСТАН РЕСП,ИШИМБАЙСКИЙ Р-Н,ИШИМБАЙ Г,,453204,80000000000.0,нет,нет,нет,нет,нет
209414,0,0x34460D33FC1EEF4B9B8A0AEEB9190E21,0xA52F9121B065574BBF28DEBC64BDE880,ж,1962,62,2005-11-24,123,0,Накопительный период,55,СФР,"1,ГОР. БАРНАУЛ АЛТАЙСКОГО КРАЯ",Адрес места жительства,АЛТАЙСКИЙ КРАЙ,,БАРНАУЛ Г,,656015,1000000000.0,нет,нет,нет,нет,нет
176265,1,0x86D83A81CFCDD44B819CB4E3C373FE77,0xBC79A5CC12A9404CA0D5C0800E6781C6,ж,1967,57,2013-08-31,3274,1,Выплатной период,59,СФР,"0,г Горький Горьковская область",Адрес по прописке,НИЖЕГОРОДСКАЯ ОБЛ,,НИЖНИЙ НОВГОРОД Г,,603132,22000000000.0,нет,нет,да,нет,нет
143404,0,0xAEAB49599D42AA49914B15C9003D3E33,0xD6CE4BB63F6E65468D92AA9F438A39B7,ж,1962,62,2004-09-29,94,0,Накопительный период,55,СФР,"1,Г. РОСТОВ-НА-ДОНУ",Адрес места жительства,РОСТОВСКАЯ ОБЛ,,РОСТОВ-НА-ДОНУ Г,,344000,60000000000.0,нет,нет,нет,нет,нет
18231,3,0x943D2C768A4FB38311E65BEDF802A832,0x943D2C768A4FB38311E65BEDF802A834,ж,1965,59,2008-10-29,153,0,Накопительный период,56,СФР,"1,ЗИМА,,ИРКУТСКАЯ ОБЛАСТЬ,",Адрес места жительства,ИРКУТСКАЯ ОБЛ,,САЯНСК Г,,666301,25000000000.0,нет,нет,нет,нет,нет
179806,0,0xDD94811EB82CF84C8C9AD6E2DC2B625A,0x8197BB729A5CC5459C4B252F2DB41EBE,м,1959,65,2011-07-22,251,0,Накопительный период,60,"НПФ ""УРАЛОБОРОНЗАВОДСКИЙ""","1,ГОР. ЧЕЛЯБИНСК",Адрес места жительства,ЧЕЛЯБИНСКАЯ ОБЛ,,ЧЕЛЯБИНСК Г,,454081,75000000000.0,нет,нет,нет,нет,нет
418490,0,0xED6D9C0C3B14B147A829D6596999EA71,0x296C527D4D77DA458D41BB8D0160F074,ж,1962,62,2005-12-23,94,0,Накопительный период,55,СФР,"1,ДЕР. НОВЫЕ СИВАИ ХИСЛАВИЧСКОГО Р-НА СМОЛЕНСКОЙ ОБЛ.",Адрес места жительства,СМОЛЕНСКАЯ ОБЛ,,СМОЛЕНСК Г,,214525,66000000000.0,нет,нет,нет,нет,нет
108895,1,0x6752E2FED52F144CB3773AEBE46AB49A,0xF159197222CC2146B4C7EA09F8BFB4D8,ж,1959,65,2012-12-31,87,0,Накопительный период,55,"АО НПФ ""СОЛНЦЕ. ЖИЗНЬ. ПЕНСИЯ""","0,Пикалево Ленинградской области",Адрес по прописке,КРАСНОДАРСКИЙ КРАЙ,,НОВОРОССИЙСК Г,,353905,3000000000.0,нет,нет,нет,нет,нет
187323,0,0x7CCE3E6984484744836D8BB0EF3F137D,0x6A5F527BDF308F4DAAD19FCD7A87F8FA,ж,1963,61,2006-11-17,126,0,Накопительный период,55,СФР,"1,С. ВЕЛИКОПОЛОВЕЦКОЕ БЕЛОЦЕРКОВСКОГО Р-НА КИЕВСКОЙ ОБЛ. УКРАИНА",Адрес места жительства,САРАТОВСКАЯ ОБЛ,,САРАТОВ Г,,410086,63000000000.0,нет,нет,нет,нет,нет
